City,Model,MAE,RMSE,R2
Douala,Random Forest,7.368822848721115,15.999058991060982,0.9955218464311865
Douala,XGBoost,6.844247153063828,14.75605224566133,0.9961906535557523
Douala,LSTM,179.85644460375866,288.68437260131236,-0.4617952988927805
