City,Model,MAE,RMSE,R2
Douala,Random Forest,24.80642388513835,54.71528474544664,0.9476245906074515
Douala,XGBoost,24.832766331540135,53.3232358705851,0.9502557261157012
Douala,LSTM,28.580613891988676,56.79621182921591,0.9434179403957286
