City,Model,MAE,RMSE,R2
Maroua,Random Forest,26.530059503660745,61.108857344919265,0.964618857035119
Maroua,XGBoost,26.545543499707705,60.19542571979261,0.9656686791364483
Maroua,LSTM,42.40135664605076,74.16633763679934,0.9500143215639808
