City,Model,MAE,RMSE,R2
Maroua,Random Forest,6.728234315869545,15.079912017491568,0.9978454273251419
Maroua,XGBoost,6.881319477974673,15.03292617963903,0.9978588327998769
Maroua,LSTM,13.950891916232777,30.240211202261417,0.9916899896782411
